name,country,logo_url,categories,statuses,is_global,partner_url
3sPOS,United Kingdom,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65698d4e415c82498e266dea_3sPOS.webp,POS Systems,Live,False,https://www.urbanpiper.com/integrations
3sPOS,United Arab Emirates,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65698d4e415c82498e266dea_3sPOS.webp,POS Systems,Live,False,https://www.urbanpiper.com/integrations
Access POS,United Kingdom,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/6565967f5e7b3f872f55e131_Access%20logo%20(1).png,POS Systems,Live,False,https://www.urbanpiper.com/integrations
Adloggs,India,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/68bead34929cd38472ff480c_Integration%20page%20icons%20(10).png,Fulfilment,Live,False,https://www.urbanpiper.com/integrations
Agilysis,United States,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/690aee74c811041cde5b9a5a_Untitled%20design%20(54).png,POS Systems,Upcoming,False,https://www.urbanpiper.com/integrations
All POS,India,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65c1df8364de813fb952a39a_All%20POS%20logo.png,POS Systems,Live,False,https://www.urbanpiper.com/integrations
Amepos,United Arab Emirates,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65c1df99a346f58469dd70bf_Ame%20POS%20logo.png,POS Systems,Live,False,https://www.urbanpiper.com/integrations
App4,United Kingdom,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65c1dfa81ddd92f846e4a0d2_App%204%20logo.png,Online Ordering,Live,False,https://www.urbanpiper.com/integrations
BIMPOS,United Arab Emirates,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65c1dfb7af4af49e1271442e_BimPOS%20logo.png,POS Systems,Live,False,https://www.urbanpiper.com/integrations
BestPOS/FnB 360,India,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65697d5b6211500323148eb1_hostbooks-logo-fnb-360-65697977566d6.webp,POS Systems,Live,False,https://www.urbanpiper.com/integrations
Billberry,India,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65697bccfc2f9ec21b03fea1_billberry-logo-65697983bacf8.webp,POS Systems,Live,False,https://www.urbanpiper.com/integrations
Bitsila,India,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65c1dfcb46b73500e3027755_Bitsila%20black%20logo.png,Online Ordering,Live,False,https://www.urbanpiper.com/integrations
Biz1Book,India,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65c1e3a46a77b0294146c201_Biz1book%20logo.png,POS Systems,Live,False,https://www.urbanpiper.com/integrations
Blue Lotus 360,United Kingdom,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65698ccf2594297eaf63413b_Blue%20Lotus-logo.webp,POS Systems,Live,False,https://www.urbanpiper.com/integrations
Bravery Kitchen,India,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/662b3f559e1e0b3c1d71e6b4_bravery-kitchen.png,POS Systems,Live,False,https://www.urbanpiper.com/integrations
Bridge/Explorex,India,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65c1dffc3e608620c3766f5a_Exploreex%20logo.png,POS Systems,Live,False,https://www.urbanpiper.com/integrations
CW Suite,India,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/68b7ce76aa54a6d344217d5b_Integration%20page%20icons%20(8).png,POS Systems,Live,False,https://www.urbanpiper.com/integrations
CW Suite,United States,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/68b7ce76aa54a6d344217d5b_Integration%20page%20icons%20(8).png,POS Systems,Live,False,https://www.urbanpiper.com/integrations
CaptainPad,India,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65697cc9a8d446f6b8b73770_captainpad-logo-65697984617d9.webp,POS Systems,Live,False,https://www.urbanpiper.com/integrations
Careem,Saudi Arabia,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/66bb0e71cc0b0f0c1a635bcc_Careem_Wordmark_Careem_Green_CMYK.jpg,Delivery platforms,Live,False,https://www.urbanpiper.com/integrations
Careem,United Arab Emirates,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/66bb0e71cc0b0f0c1a635bcc_Careem_Wordmark_Careem_Green_CMYK.jpg,Delivery platforms,Live,False,https://www.urbanpiper.com/integrations
Careem Box,United Arab Emirates,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65c1dfdf67437017e941e233_careembox%20logo.png,Fulfilment,Live,False,https://www.urbanpiper.com/integrations
Cari,United Arab Emirates,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/663474a0ea5c77f33c6f56c5_Get%20cari%20logo.webp,Delivery platforms,Live,False,https://www.urbanpiper.com/integrations
Cari,Saudi Arabia,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/663474a0ea5c77f33c6f56c5_Get%20cari%20logo.webp,Delivery platforms,Live,False,https://www.urbanpiper.com/integrations
Cari,Kuwait,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/663474a0ea5c77f33c6f56c5_Get%20cari%20logo.webp,Delivery platforms,Live,False,https://www.urbanpiper.com/integrations
ChatFood,United Arab Emirates,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/656589cdcb806bac27083dd7_Chatfood-logo%20(1).webp,Online Ordering,Live,False,https://www.urbanpiper.com/integrations
ChatFood,United Kingdom,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/656589cdcb806bac27083dd7_Chatfood-logo%20(1).webp,Online Ordering,Live,False,https://www.urbanpiper.com/integrations
Chownow,United States,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65658b8502c9a3052f038eb6_Chownow-logo.svg%20(1).webp,Delivery platforms,Upcoming,False,https://www.urbanpiper.com/integrations
Cibo,United Arab Emirates,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/656985a979ab2f7b6485c8ba_CIBO-logo.webp,POS Systems,Live,False,https://www.urbanpiper.com/integrations
Ciferon,India,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/656979e1aaa385bd5aeffd54_ciferon-logo-6569798504295.webp,POS Systems,Live,False,https://www.urbanpiper.com/integrations
Cowrks,India,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/6664378429685d0e7e463666_COWRKS.webp,Delivery platforms,Upcoming,False,https://www.urbanpiper.com/integrations
Cyntra AI,United States,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/679c85cb164f379f7f197eb7_cyntra-logo.png,POS Systems,Live,False,https://www.urbanpiper.com/integrations
Cypheron POS,India,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65697c65c092bd33d25e9641_cypheron-logo-656979859a463.webp,POS Systems,Live,False,https://www.urbanpiper.com/integrations
DCA,India,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65658ab15b55bff7eb0ff120_DCA-logo%20(1).webp,Online Ordering,Live,False,https://www.urbanpiper.com/integrations
DCA,United Arab Emirates,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65658ab15b55bff7eb0ff120_DCA-logo%20(1).webp,Online Ordering,Live,False,https://www.urbanpiper.com/integrations
Datamate/Hotsoft Purple Key,United Arab Emirates,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/656981d2865499ea121d22e3_Datamate%20Logo.webp,POS Systems,Live,False,https://www.urbanpiper.com/integrations
Deliveroo,United Kingdom,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/656588fb2e3a65322e454885_Deliveroo-Logo-_1_.webp,Delivery platforms,Live,False,https://www.urbanpiper.com/integrations
Deliveroo,United Arab Emirates,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/656588fb2e3a65322e454885_Deliveroo-Logo-_1_.webp,Delivery platforms,Live,False,https://www.urbanpiper.com/integrations
Deliveroo,Kuwait,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/656588fb2e3a65322e454885_Deliveroo-Logo-_1_.webp,Delivery platforms,Live,False,https://www.urbanpiper.com/integrations
Deliveroo,Qatar,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/656588fb2e3a65322e454885_Deliveroo-Logo-_1_.webp,Delivery platforms,Live,False,https://www.urbanpiper.com/integrations
Devourin,India,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65697ae149c26cdb951d432d_devourin-logo-6569798634618.webp,POS Systems,Live,False,https://www.urbanpiper.com/integrations
Dgtera,Bahrain,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/690ae25614fb83099a293e9f_Untitled%20design%20(49).png,POS Systems,Live,False,https://www.urbanpiper.com/integrations
Dgtera,Egypt,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/690ae25614fb83099a293e9f_Untitled%20design%20(49).png,POS Systems,Live,False,https://www.urbanpiper.com/integrations
Dgtera,Jordan,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/690ae25614fb83099a293e9f_Untitled%20design%20(49).png,POS Systems,Live,False,https://www.urbanpiper.com/integrations
Dgtera,Kuwait,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/690ae25614fb83099a293e9f_Untitled%20design%20(49).png,POS Systems,Live,False,https://www.urbanpiper.com/integrations
Dgtera,Oman,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/690ae25614fb83099a293e9f_Untitled%20design%20(49).png,POS Systems,Live,False,https://www.urbanpiper.com/integrations
Dgtera,Qatar,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/690ae25614fb83099a293e9f_Untitled%20design%20(49).png,POS Systems,Live,False,https://www.urbanpiper.com/integrations
Dgtera,Saudi Arabia,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/690ae25614fb83099a293e9f_Untitled%20design%20(49).png,POS Systems,Live,False,https://www.urbanpiper.com/integrations
Dgtera,United Arab Emirates,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/690ae25614fb83099a293e9f_Untitled%20design%20(49).png,POS Systems,Live,False,https://www.urbanpiper.com/integrations
Dididood,,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65a76a14a4689e5ab61b2cae_didi%20food-logo%20(1).webp,Delivery platforms,Upcoming,False,https://www.urbanpiper.com/integrations
Digipos/Digitory,India,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65697ab4f24ca81fd0bc0553_digipos-logo-65697986c45a8.webp,POS Systems,Live,False,https://www.urbanpiper.com/integrations
Digirestro/Concourse,India,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65697abd14a6537423c43531_digirestro-logo-65697986cecdf.webp,POS Systems,Live,False,https://www.urbanpiper.com/integrations
Dineorder,United Kingdom,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/656987fff24ca81fd0c4d37a_Dineorder%20logo.webp,POS Systems,Live,False,https://www.urbanpiper.com/integrations
Dineplan,United Arab Emirates,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/66338a6c8ef807882d428a93_Screenshot%202024-05-02%20at%206.10.26%E2%80%AFPM.webp,POS Systems,Live,False,https://www.urbanpiper.com/integrations
Dinner Daddy,United States,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/690ae0cf41cee13fc55fca97_Untitled%20design%20(45).png,POS Systems,Live,False,https://www.urbanpiper.com/integrations
Dino POS,India,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65697ddcf13ef96def0e5534_dino-pos-logo-656979876b470.webp,POS Systems,Live,False,https://www.urbanpiper.com/integrations
Doordash,United States,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65605d3223288923ebdf3f0b_Doordash%20logo%20(1).webp,Delivery platforms,Live,False,https://www.urbanpiper.com/integrations
Doordash,Canada,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65605d3223288923ebdf3f0b_Doordash%20logo%20(1).webp,Delivery platforms,Live,False,https://www.urbanpiper.com/integrations
DotPe,India,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65644b1416d0ec6bd3fc7374_Dotpe_Logo%20(1).webp,Delivery platforms,Live,False,https://www.urbanpiper.com/integrations
Dunzo,India,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65658ea1eccdfd30681082bd_Dunzo%20logo%20(1).webp,Fulfilment,Live,False,https://www.urbanpiper.com/integrations
E-retail,India,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65697f51dfd51ffa36079e31_e-retail-logo-65697975b26e6.webp,POS Systems,Live,False,https://www.urbanpiper.com/integrations
EatStreet,United States,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/69a165be72ab9bc140979b79_5ca25ca64e2ad.webp,Delivery platforms,Live,False,https://www.urbanpiper.com/integrations
El Dahan Restaurants,Bahrain,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/690aee14ca8cf24dae25127f_Untitled%20design%20(53).png,POS Systems,Upcoming,False,https://www.urbanpiper.com/integrations
El Dahan Restaurants,Egypt,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/690aee14ca8cf24dae25127f_Untitled%20design%20(53).png,POS Systems,Upcoming,False,https://www.urbanpiper.com/integrations
El Dahan Restaurants,Jordan,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/690aee14ca8cf24dae25127f_Untitled%20design%20(53).png,POS Systems,Upcoming,False,https://www.urbanpiper.com/integrations
El Dahan Restaurants,Kuwait,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/690aee14ca8cf24dae25127f_Untitled%20design%20(53).png,POS Systems,Upcoming,False,https://www.urbanpiper.com/integrations
El Dahan Restaurants,Oman,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/690aee14ca8cf24dae25127f_Untitled%20design%20(53).png,POS Systems,Upcoming,False,https://www.urbanpiper.com/integrations
El Dahan Restaurants,Qatar,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/690aee14ca8cf24dae25127f_Untitled%20design%20(53).png,POS Systems,Upcoming,False,https://www.urbanpiper.com/integrations
El Dahan Restaurants,Saudi Arabia,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/690aee14ca8cf24dae25127f_Untitled%20design%20(53).png,POS Systems,Upcoming,False,https://www.urbanpiper.com/integrations
El Dahan Restaurants,United Arab Emirates,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/690aee14ca8cf24dae25127f_Untitled%20design%20(53).png,POS Systems,Upcoming,False,https://www.urbanpiper.com/integrations
Enqueue,Saudi Arabia,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/671a1ceea38c912c6746c7b0_Enqueue%20logo.webp,Delivery platforms,Live,False,https://www.urbanpiper.com/integrations
Enstore,India,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65697a7775665a89afb9997a_enstore-logo-656979747392c.webp,POS Systems,Live,False,https://www.urbanpiper.com/integrations
Epos Now,United Kingdom,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/651fb1622b40db8c32ac94fa_ePOSnow.png,POS Systems,Live,False,https://www.urbanpiper.com/integrations
Eresto,India,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65697dec7c62d0c2963c7114_eresto-logo-656979747f7ae.webp,POS Systems,Upcoming,False,https://www.urbanpiper.com/integrations
Flip Office,India,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/65697aa279ab2f7b647dddaa_flipoffice-logo-656979761e9ec.webp,POS Systems,Live,False,https://www.urbanpiper.com/integrations
Flipdish,United Kingdom,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/6565892c22740ac08bda9645_Flipdish-logo-_1_%20(1).webp,POS Systems|Online Ordering,Live,False,https://www.urbanpiper.com/integrations
Foaps,India,https://cdn.prod.website-files.com/62aae3a2134cd27204efacc7/656979c265ad93e188e26a5d_foaps-logo-6569797640e27.webp,POS Systems,Live,False,https://www.urbanpiper.com/integrations
